0,0008758312
0,0008808308
0,0008888374
0,0008998581
0,0009138803
0,0009308716
0,0009507793
0,0009735300
0,0009990296
0,0010271625
0,0010577917
0,0010907585
0,0011258820
0,0011629591
0,0012017640
0,0012420484
0,0012835409
0,0013259472
0,0013689497
0,0014122077
0,0014553569
0,0014980100
0,0015397562
0,0015801614
0,0016187683
0,0016550968
0,0016886437
0,0017188834
0,0017452680
0,0017672279
0,0017841715
0,0017954869
0,0018005412
0,0017986822
0,0017892382
0,0017715195
0,0017448187
0,0017084122
0,0016615608
0,0016035107
0,0015334953
0,0014507358
0,0013544432
0,0012438192
0,0011180582
0,0009763488
0,0008178755
0,0006418207
0,0004473665
0,0002336970
-0,0000000000
-0,0002545301
-0,0005306906
-0,0008292675
-0,0011510334
-0,0014967448
-0,0018671390
-0,0022629318
-0,0026848144
-0,0031334503
-0,0036094724
-0,0041134800
-0,0046460353
-0,0052076605
-0,0057988341
-0,0064199881
-0,0070715039
-0,0077537094
-0,0084668753
-0,0092112116
-0,0099868641
-0,0107939108
-0,0116323585
-0,0125021391
-0,0134031063
-0,0143350317
-0,0152976019
-0,0162904144
-0,0173129749
-0,0183646935
-0,0194448816
-0,0205527487
-0,0216873997
-0,0228478312
-0,0240329292
-0,0252414662
-0,0264720985
-0,0277233641
-0,0289936797
-0,0302813393
-0,0315845118
-0,0329012392
-0,0342294352
-0,0355668839
-0,0369112381
-0,0382600191
-0,0396106153
-0,0409602823
-0,0423061422
-0,0436451839
-0,0449742636
-0,0462901049
-0,0475893001
-0,0488683110
-0,0501234706
-0,0513509850
-0,0525469351
-0,0537072789
-0,0548278547
-0,0559043838
-0,0569324735
-0,0579076215
-0,0588252192
-0,0596805560
-0,0604688246
-0,0611851250
-0,0618244705
-0,0623817928
-0,0628519483
-0,0632297237
-0,0635098433
-0,0636869749
-0,0637557378
-0,0637107095
-0,0635464336
-0,0632574280
-0,0628381924
-0,0622832177
-0,0615869938
-0,0607440191
-0,0597488092
-0,0585959067
-0,0572798902
-0,0557953845
-0,0541370701
-0,0522996932
-0,0502780760
-0,0480671269
-0,0456618506
-0,0430573588
-0,0402488803
-0,0372317720
-0,0340015285
-0,0305537937
-0,0268843704
-0,0229892311
-0,0188645282
-0,0145066044
-0,0099120027
-0,0050774767
0,0000000000
0,0053232236
0,0108947510
0,0167168902
0,0227916915
0,0291209387
0,0357061403
0,0425485215
0,0496490167
0,0570082610
0,0646265842
0,0725040029
0,0806402150
0,0890345930
0,0976861789
0,1065936792
0,1157554597
0,1251695419
0,1348335992
0,1447449538
0,1549005739
0,1652970720
0,1759307030
0,1867973636
0,1978925917
0,2092115667
0,2207491103
0,2324996877
0,2444574099
0,2566160361
0,2689689767
0,2815092977
0,2942297243
0,3071226465
0,3201801245
0,3333938952
0,3467553783
0,3602556847
0,3738856237
0,3876357118
0,4014961823
0,4154569942
0,4295078432
0,4436381722
0,4578371823
0,4720938452
0,4863969153
0,5007349422
0,5150962844
0,5294691225
0,5438414740
0,5582012070
0,5725360556
0,5868336349
0,6010814568
0,6152669454
0,6293774536
0,6434002794
0,6573226820
0,6711318995
0,6848151650
0,6983597242
0,7117528528
0,7249818732
0,7380341724
0,7508972192
0,7635585815
0,7760059438
0,7882271246
0,8002100930
0,8119429867
0,8234141281
0,8346120412
0,8455254684
0,8561433865
0,8664550226
0,8764498702
0,8861177039
0,8954485949
0,9044329254
0,9130614027
0,9213250732
0,9292153353
0,9367239525
0,9438430655
0,9505652038
0,9568832975
0,9627906869
0,9682811333
0,9733488282
0,9779884018
0,9821949312
0,9859639482
0,9892914453
0,9921738824
0,9946081922
0,9965917841
0,9981225489
0,9991988617
0,9998195843
0,9999840670
0,9996921495
0,9989441611
0,9977409205
0,9960837340
0,9939743941
0,9914151762
0,9884088355
0,9849586026
0,9810681788
0,9767417302
0,9719838816
0,9667997092
0,9611947334
0,9551749100
0,9487466214
0,9419166668
0,9346922525
0,9270809803
0,9190908368
0,9107301811
0,9020077324
0,8929325572
0,8835140555
0,8737619473
0,8636862580
0,8532973037
0,8426056764
0,8316222279
0,8203580546
0,8088244813
0,7970330446
0,7849954766
0,7727236881
0,7602297513
0,7475258833
0,7346244284
0,7215378410
0,7082786682
0,6948595323
0,6812931140
0,6675921341
0,6537693371
0,6398374735
0,6258092833
0,6116974783
0,5975147261
0,5832736333
0,5689867293
0,5546664501
0,5403251228
0,5259749503
0,5116279958
0,4972961685
0,4829912091
0,4687246758
0,4545079310
0,4403521281
0,4262681990
0,4122668419
0,3983585096
0,3845533988
0,3708614389
0,3572922828
0,3438552966
0,3305595510
0,3174138131
0,3044265387
0,2916058647
0,2789596028
0,2664952337
0,2542199013
0,2421404083
0,2302632118
0,2185944198
0,2071397886
0,1959047198
0,1848942589
0,1741130945
0,1635655569
0,1532556191
0,1431868965
0,1333626486
0,1237857807
0,1144588460
0,1053840482
0,0965632455
0,0879979535
0,0796893504
0,0716382812
0,0638452632
0,0563104917
0,0490338460
0,0420148959
0,0352529092
0,0287468580
0,0224954273
0,0164970224
0,0107497775
0,0052515641
0,0000000000
-0,0050075416
-0,0097739228
-0,0143022316
-0,0185957718
-0,0226580534
-0,0264927825
-0,0301038510
-0,0334953265
-0,0366714418
-0,0396365847
-0,0423952875
-0,0449522163
-0,0473121608
-0,0494800238
-0,0514608110
-0,0532596202
-0,0548816314
-0,0563320969
-0,0576163306
-0,0587396985
-0,0597076092
-0,0605255036
-0,0611988461
-0,0617331153
-0,0621337947
-0,0624063641
-0,0625562911
-0,0625890226
-0,0625099768
-0,0623245356
-0,0620380369
-0,0616557673
-0,0611829550
-0,0606247638
-0,0599862860
-0,0592725367
-0,0584884479
-0,0576388634
-0,0567285332
-0,0557621094
-0,0547441408
-0,0536790695
-0,0525712271
-0,0514248305
-0,0502439796
-0,0490326535
-0,0477947090
-0,0465338774
-0,0452537633
-0,0439578424
-0,0426494605
-0,0413318324
-0,0400080413
-0,0386810378
-0,0373536404
-0,0360285348
-0,0347082751
-0,0333952835
-0,0320918515
-0,0308001412
-0,0295221858
-0,0282598918
-0,0270150403
-0,0257892888
-0,0245841735
-0,0234011111
-0,0222414015
-0,0211062301
-0,0199966707
-0,0189136879
-0,0178581402
-0,0168307830
-0,0158322718
-0,0148631649
-0,0139239272
-0,0130149334
-0,0121364711
-0,0112887444
-0,0104718774
-0,0096859177
-0,0089308397
-0,0082065484
-0,0075128826
-0,0068496188
-0,0062164742
-0,0056131106
-0,0050391377
-0,0044941163
-0,0039775621
-0,0034889486
-0,0030277106
-0,0025932472
-0,0021849251
-0,0018020817
-0,0014440279
-0,0011100513
-0,0007994186
-0,0005113788
-0,0002451656
-0,0000000000
0,0002249071
0,0004303527
0,0006171391
0,0007860723
0,0009379592
0,0010736059
0,0011938161
0,0012993886
0,0013911163
0,0014697842
0,0015361678
0,0015910321
0,0016351297
0,0016692000
0,0016939679
0,0017101426
0,0017184169
0,0017194658
0,0017139464
0,0017024964
0,0016857340
0,0016642570
0,0016386422
0,0016094453
0,0015772000
0,0015424181
0,0015055890
0,0014671792
0,0014276328
0,0013873707
0,0013467909
0,0013062681
0,0012661540
0,0012267774
0,0011884438
0,0011514359
0,0011160137
0,0010824143
0,0010508525
0,0010215207
0,0009945894
0,0009702070
0,0009485004
0,0009295754
0,0009135165
0,0009003875
0,0008902320
0,0008830732
0,0008789146
