node_ident,radius,max_busy,busy_50,busy_90,max_idle,idle_50,idle_90,tx_neigh_G,tx_neigh_G2,rx_neigh_G,rx_neigh_G2,num_of_cliques_tx,nodes_in_cliques_tx,num_of_cliques_rx,nodes_in_cliques_rx,succ_norm_all,tx_norm_all,output
9,80,6.9399999999996,1,1,4.67999999999938,0.0799999999999841,0.200000000000045,6,2,8,2,2,10,3,14,0.0918686473807662,0.160370084811103,1
10,80,7.27999999999884,1,1.51999999999998,18.2799999999997,0.140000000000327,2.38000000000011,5,9,8,2,2,7,3,14,0,0.113145720894372,1
11,80,8.90000000000009,1,1.17999999999984,10.4399999999987,0.0999999999985448,1.18000000000029,7,2,5,8,3,14,2,6,0.298670836591087,0.367000771010023,2
12,80,1.00000000000091,1,1,109.38,0.260000000000218,4.82000000000062,1,3,5,5,1,2,3,8,0.193706020328382,0.43562066306862,2
13,80,8.25999999999976,1,2.07999999999993,60.7600000000002,0.260000000000218,3,4,5,5,5,3,8,2,6,0.280492572322127,0.497686969930609,2
14,80,12.5200000000002,1,1.26000000000022,8.34000000000015,0.159999999999854,1.44,5,3,5,9,3,10,3,8,0.472243940578577,0.592713955281419,2
15,80,7.98000000000002,1,2.19999999999982,17.1200000000001,0.220000000000255,1.68000000000029,5,7,7,10,3,10,4,12,0.0019546520719312,0.0840400925212028,1
16,80,8.90000000000009,1,1.26000000000022,6.5600000000004,0.0999999999994543,1.19999999999982,7,2,7,3,3,14,2,10,0.315089913995309,0.420200462606014,2
17,80,7.89999999999998,1,2.07999999999993,20.4400000000001,0.280000000000655,2.42000000000007,6,11,6,10,4,12,3,10,0.00234558248631744,0.112567463377024,1
18,80,1.00000000000003,1,1,5.41999999999996,0.0999999999985448,0.399999999999636,5,2,7,2,1,6,2,10,0.147576231430805,0.249421742482652,2
19,80,8.46000000000004,1,2.19999999999982,17.6799999999998,0.240000000000009,2.30000000000018,4,6,5,9,2,6,3,8,0.022869429241595,0.13550501156515,1
20,80,6.70000000000073,1,1,5.48000000000002,0.0800000000000409,0.260000000000218,6,3,7,2,2,10,2,10,0.120406567630962,0.220508866615266,2
21,80,1.00000000000182,1,1,5.6200000000008,0.100000000000364,0.279999999999973,3,2,6,3,1,4,3,10,0.0545347928068804,0.126831148804934,1
22,80,1,1,1,114.76,0.699999999999818,11.1999999999998,2,4,5,5,1,3,2,6,0.263291634089132,0.539899768696993,2
23,80,1.00000000000001,1,1,10.8600000000006,0.100000000000136,1.27999999999975,5,2,6,2,1,6,1,6,0.47302580140735,0.591557440246723,2
24,80,93.0799999999999,1.07999999999993,13.46,4.38000000000011,0.0600000000004002,1.15999999999985,7,3,4,4,3,11,1,4,0.0736903831118061,0.0905936777178103,1
25,80,7.19999999999982,1,1.07999999999993,48.4400000000005,0.260000000000218,3.46000000000095,4,7,7,11,3,9,4,12,0.133307271305708,0.355821125674634,2
26,80,5.69999999999982,1,1,15.7600000000002,0.159999999999854,3.30000000000018,4,8,8,2,2,6,3,14,0,0.131842713955281,1
27,80,1.00000000000045,1,1,2.2599999999984,0.100000000000364,0.219999999999345,3,4,8,3,1,4,3,11,0.00019546520719312,0.0221665381649961,1
28,80,11.4399999999999,1,2.05999999999949,10.3199999999999,0.180000000000007,2.30000000000018,5,10,7,10,3,10,4,12,0.395035183737295,0.55840400925212,2
29,80,12.5200000000002,1,1,33.1200000000001,0.180000000000291,2.36000000000001,4,2,4,2,2,7,1,4,0.728303362001564,0.823824209714726,3
30,80,1.00000000000045,1,1,8.82000000000062,0.239999999999782,2.31999999999971,3,4,4,4,1,4,1,4,0.696051602814699,0.799730146491904,3
1,80,1.00000000000045,1,1,7.86000000000058,0.199999999999818,1.36000000000058,3,5,8,3,1,4,3,11,0,0.0880177514792899,1
2,80,1.00000000000006,1,1,20.1799999999994,1.18000000000001,2.42000000000007,3,4,4,4,1,4,1,4,0.817891972993248,0.916235207100592,3
3,80,8.88,1,2.13999999999942,7.96000000000004,0.120000000000118,0.320000000000164,6,10,6,7,4,12,3,10,0.0459489872468117,0.0941198224852071,1
4,80,8.77999999999975,1,2.13999999999942,43.74,1.19999999999982,4.69999999999982,5,7,4,5,3,10,1,4,1,1,3
5,80,1.00000000000045,1,1,8.63999999999942,0.199999999999818,1.39999999999964,3,5,6,7,1,4,3,10,0.0116279069767442,0.103550295857988,1
6,80,8.01999999999953,1,1.39999999999964,17.1400000000003,0.120000000000005,1.23999999999978,4,9,7,11,3,8,4,12,0.0298199549887472,0.122041420118343,1
7,80,1.00000000000006,1,1,6.95999999999913,0.119999999999891,1.15999999999985,3,2,5,2,1,4,2,7,0.152663165791448,0.241863905325444,2
8,80,8.76000000000022,1,2.12,29.4200000000001,0.219999999999345,1.72000000000116,4,5,5,6,2,6,2,6,0.13953488372093,0.303254437869822,2
9,80,8,1,1,5.60000000000036,0.080000000000382,1.11999999999989,6,2,8,2,2,10,3,14,0.143660915228807,0.247596153846154,2
10,80,6.5,1,1.39999999999964,18.96,0.159999999999854,2.51999999999998,5,9,8,2,2,7,3,14,0,0.118158284023669,1
11,80,10.1599999999999,1,1.19999999999993,6.76000000000022,0.0999999999994543,1.19999999999982,7,2,5,8,3,14,2,6,0.34039759939985,0.406989644970414,2
12,80,1.00000000000023,1,1,97.52,0.279999999999745,5.88000000000011,1,3,5,5,1,2,3,8,0.147599399849962,0.399038461538462,2
13,80,10.3000000000002,1,2.12,48.8000000000002,0.260000000000218,2.68000000000029,4,5,5,5,3,8,2,6,0.251500375093773,0.454326923076923,2
14,80,10.8,1,1.46000000000095,8.48000000000047,0.140000000000327,1.35999999999967,5,3,5,9,3,10,3,8,0.423105776444111,0.539386094674556,2
15,80,9.75999999999976,1,2.19999999999891,14.7800000000007,0.220000000000255,1.86000000000013,5,7,7,10,3,10,4,12,0.00412603150787697,0.0915310650887574,1
16,80,10.1599999999999,1,1.13999999999987,5.78000000000065,0.0800000000008367,1.17999999999984,7,2,7,3,3,14,2,10,0.245686421605401,0.339497041420118,2
17,80,7.02000000000044,1,2.10000000000002,17.7200000000003,0.299999999999727,2.38000000000011,6,11,6,10,4,12,3,10,0.00112528132033008,0.106878698224852,1
18,80,1.00000000000091,1,1,4.65999999999985,0.0800000000008367,0.299999999999727,5,2,7,2,1,6,2,10,0.129782445611403,0.231508875739645,2
19,80,9.63999999999999,1,2.17999999999995,19.7600000000002,0.240000000000009,2.33999999999969,4,6,5,9,2,6,3,8,0.0213803450862716,0.143121301775148,1
20,80,5.97999999999996,1,1,6.16000000000008,0.0800000000000125,0.239999999999782,6,3,7,2,2,10,2,10,0.110090022505626,0.198224852071006,1
21,80,1.00000000000006,1,1,6.81999999999971,0.119999999999891,0.319999999999709,3,2,6,3,1,4,3,10,0.0654538634658665,0.14164201183432,1
22,80,1.00000000000091,1,1,71.9000000000001,0.480000000000018,8.96000000000095,2,4,5,5,1,3,2,6,0.217741935483871,0.472078402366864,2
23,80,1.00000000000011,1,1,9.09999999999945,0.0999999999999091,1.24000000000024,5,2,6,2,1,6,1,6,0.409789947486872,0.526072485207101,2
24,80,83.04,1.07999999999993,14,4.39999999999998,0.0600000000004002,1.13999999999999,7,3,4,4,3,11,1,4,0.0693923480870218,0.0889423076923077,1
25,80,10.5600000000004,1,1.15999999999985,38.3000000000002,0.259999999999991,3.17999999999984,4,7,7,11,3,9,4,12,0.151912978244561,0.35835798816568,2
26,80,4.33999999999992,1,1,12.5599999999995,0.139999999999873,2.46000000000004,4,8,8,2,2,6,3,14,0,0.11612426035503,1
27,80,1.00000000000006,1,1,3.34000000000015,0.100000000000364,0.200000000000728,3,4,8,3,1,4,3,11,0.000375093773443361,0.0216346153846154,1
28,80,8.94000000000051,1,2.05999999999949,13.8999999999996,0.179999999999836,2.25999999999999,5,10,7,10,3,10,4,12,0.366279069767442,0.507951183431953,2
29,80,7.51999999999862,1,1,49.04,0.180000000000291,2.39999999999964,4,2,4,2,2,7,1,4,0.721680420105026,0.800665680473373,3
30,80,1.00000000000003,1,1,7.90000000000055,0.220000000001164,2.30000000000018,3,4,4,4,1,4,1,4,0.651912978244561,0.750739644970414,3
1,80,1,1,1,9.47999999999956,0.199999999999818,1.42000000000007,3,5,8,3,1,4,3,11,0,0.0905653242578937,1
2,80,1.00000000000045,1,1,14.9000000000001,1.16000000000031,2.42000000000007,3,4,4,4,1,4,1,4,0.826782273603083,0.918888258650028,3
3,80,11.6599999999999,1,2.13999999999987,11.1800000000003,0.1200000000008,0.519999999999982,6,10,6,7,4,12,3,10,0.0784200385356455,0.147664965021743,1
4,80,8.40000000000055,1,2.16,65,1.18000000000029,4.61999999999989,5,7,4,5,3,10,1,4,1,1,3
5,80,1,1,1,11.9400000000005,0.199999999999818,1.61999999999989,3,5,6,7,1,4,3,10,0.0115606936416185,0.114766496502174,1
6,80,6.80000000000018,1,1.26000000000022,13.6800000000003,0.120000000000005,1.22000000000025,4,9,7,11,3,8,4,12,0.0213872832369942,0.101720552089242,1
7,80,1.00000000000045,1,1,9.36000000000013,0.119999999999891,1.15999999999985,3,2,5,2,1,4,2,7,0.161271676300578,0.259217243335224,2
8,80,8.29999999999927,1,2.1200000000008,47.5599999999999,0.220000000000027,1.48000000000138,4,5,5,6,2,6,2,6,0.12485549132948,0.278691624125544,2
9,80,6.88000000000102,1,1,4.73999999999978,0.080000000000382,0.2800000000002,6,2,8,2,2,10,3,14,0.138150289017341,0.233125354509359,2
10,80,5.19999999999891,1,1.61999999999989,15.9800000000005,0.159999999999854,2.42000000000007,5,9,8,2,2,7,3,14,0,0.108716203441104,1
11,80,11,1,1.09999999999991,5.48000000000047,0.0999999999994543,1.18000000000029,7,2,5,8,3,14,2,6,0.304431599229287,0.373605596521081,2
12,80,1,1,1,113.16,0.279999999999745,7.38000000000011,1,3,5,5,1,2,3,8,0.207129094412331,0.476838721875591,2
13,80,7.11999999999989,1,2.11999999999989,44.76,0.259999999999991,2.57999999999993,4,5,5,5,3,8,2,6,0.215799614643545,0.398941198714313,2
14,80,14.6399999999999,1,1.55999999999995,8.06000000000006,0.140000000000327,1.35999999999876,5,3,5,9,3,10,3,8,0.442003853564547,0.554547173378711,2
15,80,11.3000000000002,1,2.14000000000033,11.3800000000001,0.220000000000255,1.8599999999999,5,7,7,10,3,10,4,12,0.00327552986512524,0.0911325392323691,1
16,80,11,1,1.10000000000036,6.88000000000011,0.0999999999999091,1.19999999999982,7,2,7,3,3,14,2,10,0.301541425818882,0.402344488561165,2
17,80,7.82,1,2.07999999999993,20.6400000000003,0.279999999999745,2.45999999999913,6,11,6,10,4,12,3,10,0.00154142581888247,0.111363206655322,1
18,80,1.00000000000001,1,1,5.77999999999975,0.0999999999994543,0.2800000000002,5,2,7,2,1,6,2,10,0.135645472061657,0.234637927774627,2
19,80,13.2599999999993,1,2.2199999999998,15.8,0.239999999999782,2.2800000000002,4,6,5,9,2,6,3,8,0.0235067437379576,0.139723955379089,1
20,80,6.73999999999978,1,1,4.57999999999993,0.0800000000001546,0.239999999999782,6,3,7,2,2,10,2,10,0.114450867052023,0.198525241066364,1
21,80,1.00000000000045,1,1,8.3799999999992,0.100000000000364,0.300000000000182,3,2,6,3,1,4,3,10,0.0803468208092486,0.166193987521271,1
22,80,1.00000000000006,1,1,77.3199999999997,0.619999999999891,9.83999999999924,2,4,5,5,1,3,2,6,0.30616570327553,0.578181130648516,2
23,80,1.00000000000001,1,1,11.8000000000002,0.100000000000364,1.25999999999999,5,2,6,2,1,6,1,6,0.4252408477842,0.535450935904708,2
24,80,87.1400000000012,1.07999999999993,13.3999999999996,4.35999999999967,0.0600000000004002,1.15999999999985,7,3,4,4,3,11,1,4,0.0751445086705202,0.0943467574210626,1
25,80,6.85999999999967,1,1.11999999999989,40.6000000000004,0.260000000000218,3.68000000000029,4,7,7,11,3,9,4,12,0.141618497109827,0.360181508791832,2
26,80,5.38000000000011,1,1,15.9800000000005,0.139999999999986,2.40000000000055,4,8,8,2,2,6,3,14,0,0.113632066553224,1
27,80,1.00000000000091,1,1,2.34,0.100000000000364,0.200000000000045,3,4,8,3,1,4,3,11,0.000192678227360308,0.022688598979013,1
