node_ident,radius,max_busy,busy_50,busy_90,max_idle,idle_50,idle_90,tx_neigh_G,tx_neigh_G2,rx_neigh_G,rx_neigh_G2,num_of_cliques_tx,nodes_in_cliques_tx,num_of_cliques_rx,nodes_in_cliques_rx,succ_norm_all,tx_norm_all,output
5,90,9.06000000000131,1,2.06000000000017,7.96000000000004,0.0999999999999091,0.300000000000182,8,9,8,8,5,20,5,24,0.0787031150667514,0.139195979899497,1
6,90,6.92000000000007,1,1,26.8399999999999,0.180000000000291,3.33999999999992,7,5,8,5,3,18,3,18,0.52027972027972,0.578015075376884,3
7,90,6.92000000000007,1,1,5.83999999999992,0.100000000000364,0.279999999998836,7,5,9,10,3,18,4,16,0.0417037507946599,0.0885678391959799,1
8,90,55.5999999999995,1.10000000000036,8.92000000000007,6.87999999999965,0.0799999999999272,1.2199999999998,7,7,6,13,5,17,3,10,0.0953591862682772,0.113316582914573,1
9,90,9.25999999999999,1,2.05999999999995,49.5599999999995,1.18000000000029,3.71999999999935,5,4,4,3,3,11,1,4,0.668531468531468,0.664195979899498,3
10,90,5.55999999999995,1,1,2.37999999999965,0.0999999999994543,0.199999999999818,6,6,8,4,4,20,4,17,0.00101716465352829,0.0138190954773869,1
11,90,6.92000000000007,1,1,5.70000000000005,0.119999999998981,0.279999999999973,6,5,10,8,2,12,5,24,0.0144945963127781,0.0532663316582915,1
12,90,3.97999999999956,1,1.10000000000002,27.6799999999998,1.18000000000029,6.24000000000024,3,7,8,5,2,6,3,12,0.00241576605212969,0.128015075376884,1
13,90,16.2600000000002,1.01999999999953,3.38,2.68000000000029,0.139999999999418,0.2800000000002,5,6,8,4,3,10,4,17,0.00584869675778767,0.0204773869346734,1
14,90,1.00000000000011,1,1,4.48000000000002,0.179999999999382,0.300000000000182,2,3,6,6,1,3,3,10,0.0171646535282899,0.064070351758794,1
15,90,50.5800000000002,1.15999999999985,6.86000000000013,4.23999999999978,0.0999999999999091,0.279999999999745,7,4,7,6,4,17,4,20,0.00127145581691036,0.010427135678392,1
16,90,9.26000000000022,1,2.15999999999985,8.09999999999945,0.119999999999891,1.17999999999984,8,10,10,8,4,16,5,24,0.00546726001271456,0.0434673366834171,1
17,90,5.77999999999975,1,1.02000000000044,13.3400000000001,0.180000000000291,0.579999999999927,5,13,10,7,3,10,4,22,0,0.0358040201005025,1
18,90,4,1,1,90.4400000000001,2.34,18.9400000000001,4,6,6,13,2,7,3,10,0.690909090909091,0.837060301507538,3
19,90,4.86000000000013,1,1,7.96000000000004,0.100000000000023,0.280000000000655,5,6,9,12,2,10,5,20,0.0041958041958042,0.0384422110552764,1
20,90,2.51999999999998,1,1,148.32,3.61999999999898,36.3799999999992,3,5,3,3,2,6,1,3,1,1,3
21,90,4.69999999999982,1,1.07999999999993,85,1.15999999999985,3.57999999999993,2,9,4,7,2,4,2,5,0.000635727908455181,0.103266331658291,1
22,90,22.9600000000009,1.0600000000004,3.74000000000001,5.60000000000014,0.119999999999891,0.320000000000618,5,3,8,7,3,12,5,17,0.000254291163382072,0.0135678391959799,1
23,90,7.68000000000006,1,1.96000000000004,9.81999999999999,0.139999999999873,1.63999999999987,7,17,8,7,4,14,5,17,0,0.0582914572864322,1
24,90,11.6399999999994,1,2.5,6.59999999999854,0.119999999998981,1.23999999999998,9,8,8,5,5,24,3,12,0.127908455181182,0.201633165829146,2
25,90,7.88000000000011,1,2.12000000000035,5.70000000000005,0.100000000000364,0.300000000000182,7,5,10,7,3,12,4,22,0.0298792116973935,0.071356783919598,1
26,90,1.00000000000011,1,1,14.6400000000003,0.239999999999782,2.34000000000015,3,3,6,3,1,4,3,12,0.00343293070565798,0.0800251256281407,1
27,90,5.55999999999995,1,1,12.2799999999997,0.120000000000005,1.69999999999982,7,6,6,6,5,24,2,10,0.366052129688493,0.427763819095477,2
28,90,22.9600000000009,1.0600000000004,3.75999999999999,6.62,0.119999999999891,0.339999999999691,5,3,6,4,3,12,3,11,0.00203432930705658,0.0174623115577889,1
29,90,5.48000000000002,1,1,10.7599999999993,0.119999999999891,1.19999999999982,6,6,8,5,2,12,3,12,0.0930705657978385,0.198241206030151,1
30,90,7,1,1.11999999999989,10.58,0.17999999999995,2.28000000000065,3,7,3,9,2,5,2,4,0.323204068658614,0.380025125628141,2
1,90,11.3199999999997,1,2.19999999999982,13.4400000000005,0.100000000000364,1.27999999999997,8,12,8,8,5,20,5,24,0.238548636129696,0.309989832231825,2
2,90,6.61999999999989,1,1,7.5,0.119999999999891,1.27999999999884,7,8,8,6,5,24,5,24,0.253988677303139,0.333502796136248,2
3,90,1,1,1,36.6600000000003,2.11999999999999,15.8599999999997,2,5,8,5,1,3,3,12,0.00218733916623778,0.153406202338587,1
4,90,9.7,1,1.09999999999991,4.57999999999993,0.100000000000364,0.239999999999782,9,7,8,17,4,22,4,14,0.00231600617601647,0.0214794102694459,1
5,90,8.3799999999992,1,2.07999999999993,6.78000000000065,0.0999999999999091,0.740000000000691,8,9,8,8,5,20,5,24,0.0714101904271745,0.127986781901373,1
6,90,7.09999999999991,1,1,27.64,0.199999999999818,3.38000000000011,7,5,8,5,3,18,3,18,0.534354091610911,0.592399593289273,3
7,90,7.09999999999991,1,1,4.72000000000116,0.100000000000364,0.259999999999991,7,5,9,10,3,18,4,16,0.0244467318579516,0.0674885612608033,1
8,90,92.1400000000003,1.10000000000036,10.48,4.46000000000004,0.0799999999999272,1.17999999999998,7,7,6,13,5,17,3,10,0.0671641791044776,0.0827402135231317,1
9,90,7.82000000000016,1,2.07999999999993,66.9400000000005,1.18000000000029,3.5,5,4,4,3,3,11,1,4,0.668939783839424,0.664844941535333,3
10,90,4.51999999999953,1,1,2.56,0.0999999999999091,0.199999999999818,6,6,8,4,4,20,4,17,0.000128667009778693,0.0130910015251652,1
11,90,6.88000000000011,1,1,8.81999999999971,0.119999999999891,0.279999999999973,6,5,10,8,2,12,5,24,0.00784868759650026,0.0439755973563803,1
12,90,3.53999999999996,1,1.07999999999993,26.9400000000005,1.19999999999982,6.75999999999999,3,7,8,5,2,6,3,12,0.00205867215645908,0.121631926792069,1
13,90,20.9399999999996,1,3.36000000000013,4.72000000000003,0.139999999999986,0.280000000000655,5,6,8,4,3,10,4,17,0.013381369016984,0.0343162175902389,1
14,90,1.00000000000023,1,1,4.55999999999949,0.179999999999836,0.300000000000182,2,3,6,6,1,3,3,10,0.0162120432321153,0.0625317742755465,1
15,90,28.7200000000003,1.13999999999942,6.03999999999996,3.41999999999916,0.100000000000364,0.279999999999745,7,4,7,6,4,17,4,20,0.000900669068450849,0.0100406710726995,1
16,90,9.16000000000008,1,2.18000000000029,7.6200000000008,0.120000000000118,1.19999999999982,8,10,10,8,4,16,5,24,0.00308800823468863,0.0424504321301474,1
17,90,6.60000000000036,1,1.04000000000019,16.5,0.180000000000291,0.559999999999945,5,13,10,7,3,10,4,22,0,0.0331723436705643,1
18,90,5.20000000000005,1,1,152.02,2.57999999999993,21.62,4,6,6,13,2,7,3,10,0.727611940298508,0.880528723945094,3
19,90,3.60000000000036,1,1,6.78000000000065,0.100000000000364,0.320000000000164,5,6,9,12,2,10,5,20,0.0132527020072054,0.0552872394509405,1
20,90,2.51999999999862,1,1,150.48,3.63999999999942,32.14,3,5,3,3,2,6,1,3,1,1,3
21,90,4.73999999999978,1,1,47.3000000000002,1.1400000000001,3.48000000000002,2,9,4,7,2,4,2,5,0.000257334019557386,0.102948652770717,1
22,90,32.6399999999994,1.07999999999993,3.65999999999985,6,0.119999999999891,0.360000000000582,5,3,8,7,3,12,5,17,0.000257334019557386,0.0149974580579563,1
23,90,11.26,1,1.65999999999985,11.3400000000001,0.139999999999986,2.18000000000029,7,17,8,7,4,14,5,17,0,0.0622775800711744,1
24,90,11.8599999999997,1,3.15999999999985,6.04000000000087,0.119999999998981,1.2199999999998,9,8,8,5,5,24,3,12,0.107436953165208,0.176029486527707,1
25,90,10.0199999999986,1,2.12,8.81999999999971,0.100000000000364,0.300000000000182,7,5,10,7,3,12,4,22,0.0375707668553783,0.0821047280122013,1
26,90,1.00000000000091,1,1,9.6200000000008,0.220000000000255,2.34000000000015,3,3,6,3,1,4,3,12,0.00321667524446732,0.0817234367056431,1
27,90,5.88,1,1,11.3400000000001,0.119999999999891,2.24000000000001,7,6,6,6,5,24,2,10,0.386001029336078,0.443187595322827,2
28,90,32.6399999999994,1.07999999999993,3.65999999999985,3.5600000000004,0.120000000000005,0.399999999999636,5,3,6,4,3,12,3,11,0.0018013381369017,0.0171581087951195,1
29,90,5.16000000000167,1,1,8.34000000000015,0.120000000000346,1.24000000000001,6,6,8,5,2,12,3,12,0.119917653113742,0.233985765124555,2
30,90,6.69999999999982,1,1.12000000000012,9.6200000000008,0.180000000000291,2.33999999999992,3,7,3,9,2,5,2,4,0.372490993309316,0.428317234367056,2
1,90,9.48000000000002,1,2.22000000000025,7.53999999999996,0.100000000000364,1.26000000000022,8,12,8,8,5,20,5,24,0.213187650870283,0.27839979871682,2
2,90,7.31999999999971,1,1,9.4399999999996,0.119999999999891,1.30000000000018,7,8,8,6,5,24,5,24,0.284334900266802,0.368977229840231,2
3,90,1,1,1,39.08,2.38000000000011,17.3600000000006,2,5,8,5,1,3,3,12,0.00165163257527633,0.148194741476915,1
4,90,6.63999999999942,1,1.06000000000131,2.72000000000003,0.100000000000364,0.239999999999782,9,7,8,17,4,22,4,14,0.00292211917164274,0.0221411498301673,1
5,90,7.31999999999971,1,2.05999999999995,6.77999999999884,0.0999999999999091,0.2800000000002,8,9,8,8,5,20,5,24,0.0686062762037861,0.120769908164549,1
6,90,5.65999999999985,1,1,20.0599999999999,0.180000000000291,3.27999999999975,7,5,8,5,3,18,3,18,0.516706898742218,0.57655050949805,3
7,90,5.65999999999985,1,1,5.5,0.100000000000364,0.279999999999745,7,5,9,10,3,18,4,16,0.0425613009782747,0.0944772927412253,1
8,90,62.0200000000004,1.09999999999991,9.22000000000025,5.72000000000116,0.0799999999999272,1.19999999999982,7,7,6,13,5,17,3,10,0.0822004827849066,0.0991319662850673,1
9,90,11.4200000000001,1,2.07999999999993,40.0799999999999,1.16000000000008,3.44000000000005,5,4,4,3,3,11,1,4,0.633210519629018,0.629261542332369,3
10,90,4.33999999999833,1,1,3.34000000000015,0.0999999999999091,0.200000000000045,6,6,8,4,4,20,4,17,0.000127048659636641,0.0118253868411121,1
11,90,4.85999999999967,1,1,6.45999999999981,0.100000000000364,0.260000000000218,6,5,10,8,2,12,5,24,0.00584423834328548,0.0376147943137502,1
12,90,4.07999999999993,1,1.19999999999982,25.54,1.18000000000029,6.25999999999999,3,7,8,5,2,6,3,12,0.00101638927709313,0.119386086300164,1
13,90,37.76,1,3.36000000000013,3.7600000000001,0.139999999999986,0.299999999999272,5,6,8,4,3,10,4,17,0.0154999364756702,0.0357277644986791,1
14,90,1.00000000000045,1,1,4.47999999999956,0.179999999999382,0.300000000000182,2,3,6,6,1,3,3,10,0.0104179900902045,0.0456661215247201,1
15,90,40.1199999999999,1.11999999999989,6.73999999999978,4.0600000000004,0.100000000000023,0.260000000000218,7,4,7,6,4,17,4,20,0.00254097319273282,0.0106931689520694,1
16,90,9.97999999999956,1,2.15999999999985,6.80000000000018,0.119999999999891,1.15999999999985,8,10,10,8,4,16,5,24,0.00317621649091602,0.0388728141904642,1
17,90,6.70000000000073,1,1.06,9.53999999999996,0.180000000000291,0.599999999999909,5,13,10,7,3,10,4,22,0,0.0350987545603221,1
18,90,2.47999999999956,1,1,104.9,2.4399999999996,20.0200000000004,4,6,6,13,2,7,3,10,0.702324990471351,0.854698704239527,3
19,90,2.7199999999998,1,1,6.77999999999884,0.100000000000364,0.280000000000655,5,6,9,12,2,10,5,20,0.00673357896074196,0.044408101648006,1
20,90,2.69999999999982,1,1,173.72,3.63999999999942,35.98,3,5,3,3,2,6,1,3,1,1,3
21,90,3.77999999999975,1,1,76.2599999999993,1.11999999999898,3.42000000000007,2,9,4,7,2,4,2,5,0.000889340617456486,0.100138382186439,1
22,90,34.0599999999999,1.0600000000004,3.57999999999993,6.01999999999998,0.119999999999891,0.360000000000127,5,3,8,7,3,12,5,17,0.000127048659636641,0.014593030569883,1
23,90,5.47999999999956,1,1.82000000000062,15.6399999999999,0.140000000000327,1.9399999999996,7,17,8,7,4,14,5,17,0,0.0586237262548748,1
24,90,10.02,1,3.11999999999989,8.27999999999975,0.119999999999891,1.24000000000001,9,8,8,5,5,24,3,12,0.13086011942574,0.210089319411247,2
25,90,7.74000000000069,1,2.11999999999989,6.45999999999981,0.100000000000364,0.2800000000002,7,5,10,7,3,12,4,22,0.027950705120061,0.0701975091206441,1
26,90,1.00000000000023,1,1,13.8200000000015,0.239999999999782,2.38000000000011,3,3,6,3,1,4,3,12,0.00292211917164274,0.0827777078877846,1
27,90,6.81999999999971,1,1,11.6800000000003,0.1200000000008,2.22000000000025,7,6,6,6,5,24,2,10,0.37746156778046,0.437539313121147,2
28,90,34.0599999999999,1.0600000000004,3.61999999999989,4.53999999999996,0.119999999999891,0.380000000000109,5,3,6,4,3,12,3,11,0.00165163257527633,0.0189961001383822,1
29,90,4.71999999999935,1,1,10.3800000000001,0.119999999999891,1.19999999999982,6,6,8,5,2,12,3,12,0.101765976368949,0.20052836834822,2
30,90,6.72000000000025,1,1.10000000000036,13.8200000000015,0.180000000000291,2.34000000000015,3,7,3,9,2,5,2,4,0.390293482403761,0.443829412504718,2
1,90,11.3600000000006,1,2.18000000000029,9.23999999999978,0.100000000000364,1.27999999999884,8,12,8,8,5,20,5,24,0.22246386081617,0.293373798684876,2
2,90,5.82000000000062,1,1,10.0599999999999,0.119999999999891,1.26000000000022,7,8,8,6,5,24,5,24,0.250991428936932,0.327895801719777,2
3,90,1,1,1,39.38,3.01999999999998,17.8599999999997,2,5,8,5,1,3,3,12,0.00460534731994371,0.160091047040971,1
4,90,7.84000000000015,1,1.10000000000036,6.92000000000007,0.100000000000364,0.240000000000009,9,7,8,17,4,22,4,14,0.00230267365997186,0.0208649468892261,1
5,90,8.73999999999978,1,2.07999999999993,5.65999999999985,0.0999999999999091,1.12,8,9,8,8,5,20,5,24,0.0871178201356019,0.146433990895296,1
6,90,7.84000000000015,1,1,36.98,0.239999999999782,3.36000000000013,7,5,8,5,3,18,3,18,0.547652552129973,0.603313100657562,3
7,90,7.84000000000015,1,1,8.02000000000044,0.119999999999891,0.279999999999745,7,5,9,10,3,18,4,16,0.0291671996929768,0.0727111785533637,1
8,90,44.7599999999998,1.09999999999991,9.94000000000005,4.77999999999975,0.0799999999999841,1.22000000000025,7,7,6,13,5,17,3,10,0.090188051682231,0.108371269600405,1
9,90,9.34000000000015,1,2.07999999999993,66.4,1.16000000000008,3.52000000000044,5,4,4,3,3,11,1,4,0.65587821414865,0.652377339403136,3
10,90,5.48000000000047,1,1,3.2800000000002,0.0999999999994543,0.199999999999989,6,6,8,4,4,20,4,17,0.000127926314442881,0.0140364188163885,1
11,90,7.84000000000015,1,1,9.79999999999995,0.119999999999891,0.279999999999745,6,5,10,8,2,12,5,24,0.0103620314698734,0.0436267071320182,1
12,90,4,1,1.15999999999985,29.8400000000001,1.27999999999975,7.34000000000015,3,7,8,5,2,6,3,12,0.00140718945887169,0.123292867981791,1
13,90,17.64,1.03999999999996,3.40000000000009,4.46000000000004,0.139999999999873,0.299999999999272,5,6,8,4,3,10,4,17,0.0170141998209032,0.0405918057663126,1
14,90,1.00000000000091,1,1,5.5,0.179999999999382,0.300000000000182,2,3,6,6,1,3,3,10,0.00997825252654471,0.0480526049570056,1
15,90,31.8000000000011,1.12,6.10000000000036,2.96000000000004,0.0999999999999091,0.260000000000218,7,4,7,6,4,17,4,20,0.000639631572214405,0.0101163378856854,1
16,90,9.20000000000027,1,2.18000000000029,8.11999999999989,0.1200000000008,1.18000000000029,8,10,10,8,4,16,5,24,0.00639631572214404,0.0466616084977238,1
17,90,6.02000000000044,1,1.11999999999989,11.6999999999998,0.180000000000291,0.579999999999927,5,13,10,7,3,10,4,22,0,0.0362923621648963,1
18,90,4.48000000000047,1,1,69.0199999999995,2.26000000000022,18.8199999999997,4,6,6,13,2,7,3,10,0.684149929640527,0.842058674759737,3
19,90,3.89999999999964,1,1,5.74000000000024,0.100000000000364,0.539999999999964,5,6,9,12,2,10,5,20,0.005372905206601,0.0404653515427415,1
20,90,2.32,1,1,159.92,3.70000000000027,34.2200000000003,3,5,3,3,2,6,1,3,1,1,3
21,90,3.72000000000025,1,1.11999999999989,59.04,1.12,3.57999999999993,2,9,4,7,2,4,2,5,0.000511705257771524,0.102301466868993,1
22,90,24.1999999999998,1.05999999999995,3.65999999999985,4.51999999999998,0.119999999999891,0.3599999999999,5,3,8,7,3,12,5,17,0,0.0147951441578149,1
23,90,6.31999999999994,1,2,18.1199999999999,0.1400000000001,2.02000000000044,7,17,8,7,4,14,5,17,0,0.0610773899848255,1
24,90,13.0799999999999,1,3.18000000000029,6.82000000000005,0.119999999999891,1.22,9,8,8,5,5,24,3,12,0.103620314698734,0.173495194739504,1
25,90,7.63999999999987,1,2.1200000000008,7.27999999999975,0.100000000000364,0.280000000000655,7,5,10,7,3,12,4,22,0.0176538313931176,0.0510875063227112,1
26,90,1.00000000000091,1,1,13.04,0.239999999999782,2.36000000000058,3,3,6,3,1,4,3,12,0.00370986311884355,0.0870005058168943,1
27,90,7.64000000000033,1,1,15.28,0.120000000000005,2.25999999999976,7,6,6,6,5,24,2,10,0.395420237942945,0.453591299949418,2
28,90,24.1999999999998,1.05999999999995,3.65999999999985,5.24000000000001,0.119999999999891,0.340000000000146,5,3,6,4,3,12,3,11,0.000255852628885762,0.0132776934749621,1
29,90,5.90000000000009,1,1,8.31999999999971,0.139999999999418,1.24000000000001,6,6,8,5,2,12,3,12,0.121146219777408,0.231917046029337,2
30,90,8.1200000000008,1,1.1200000000008,13.8400000000001,0.180000000000291,2.33999999999992,3,7,3,9,2,5,2,4,0.34680823845465,0.409711684370258,2
1,100,7.51999999999998,1,2.07999999999993,6.88000000000011,0.0799999999999272,0.200000000000728,11,3,12,7,3,22,3,19,0.0853516194922673,0.123306233062331,1
2,100,9.69999999999891,1,2.06000000000131,6.98000000000002,0.0799999999999272,0.219999999999345,11,7,11,4,3,19,2,15,0.0695943974321564,0.119376693766938,1
3,100,32.7200000000003,1.09999999999991,9.63999999999942,3.5,0.0799999999999272,0.220000000000027,7,6,7,9,3,14,4,14,0.0176539247154946,0.0378048780487805,1
4,100,6.02000000000044,1,1,14.96,0.159999999999854,1.34000000000015,5,3,6,12,2,9,2,7,0.29077910709075,0.372628726287263,2
5,100,32.7200000000003,1.08000000000084,9.85999999999967,4.5600000000004,0.0799999999999272,0.180000000000291,8,5,5,8,4,20,2,7,0.0134228187919463,0.0258807588075881,1
6,100,3.77999999999884,1,1.15999999999985,102.139999999999,2.7400000000016,20.1199999999999,4,8,7,9,2,7,4,14,1,1,3
7,100,1.00000000000045,1,1,79.4400000000005,1.20000000000073,7.60000000000036,4,8,12,3,1,5,3,22,0.000145900204260286,0.14349593495935,1
8,100,5.44000000000005,1,1,12.54,0.100000000000364,1.14,4,8,8,12,2,8,3,12,0.0144441202217683,0.0612466124661247,1
9,100,8.26000000000022,1,2.09999999999997,4.47999999999956,0.0799999999999272,0.200000000000045,12,4,12,7,4,29,3,22,0.0825795156113219,0.130352303523035,1
10,100,10.119999999999,1,1,3.76000000000022,0.0999999999999091,0.220000000000027,8,9,10,13,5,20,4,18,0.00233440326816458,0.0223577235772358,1
11,100,7.51999999999998,1,2.07999999999993,4.38000000000102,0.0799999999999272,0.159999999999854,11,3,12,7,3,22,3,22,0.0156113218558506,0.0359078590785908,1
12,100,1.00000000000045,1,1,7.88000000000011,0.119999999999891,0.5,4,3,6,3,1,5,2,9,0.0682812955938138,0.132384823848238,1
13,100,6.29999999999927,1,1.02000000000044,4.38000000000011,0.0799999999999272,0.180000000000291,11,5,12,3,3,24,3,22,0.0462503647505106,0.0875338753387534,1
14,100,6.02000000000044,1,1,49.6400000000001,0.180000000000291,2.37999999999988,5,3,7,5,2,9,3,12,0.545520863729209,0.589837398373984,3
15,100,6.02000000000044,1,1,3.35999999999967,0.0799999999999272,0.180000000000007,11,7,13,4,3,22,4,29,0.0293259410563175,0.0649051490514905,1
16,100,6.02000000000044,1,1,6.55999999999995,0.0800000000008367,1.20000000000073,11,7,12,7,3,22,3,22,0.261744966442953,0.331707317073171,2
17,100,8,1,1,15.04,0.180000000000291,2.34000000000003,7,4,7,5,3,16,2,12,0.510504814706741,0.551219512195122,3
18,100,1.00000000000045,1,1,42.8200000000002,0.140000000000327,3.42000000000007,6,7,12,3,1,7,3,22,0,0.100542005420054,1
19,100,6.67999999999938,1,1.01999999999953,9.3599999999999,0.119999999999891,0.900000000000091,5,12,6,3,2,7,2,9,0.0748468047855267,0.130894308943089,1
20,100,6.02000000000044,1,1,2.35999999999967,0.100000000000364,0.239999999999782,6,5,7,9,3,12,4,14,0,0.0172086720867209,1
21,100,8,1,1.03999999999996,13.98,0.180000000000291,2.28000000000009,8,6,7,5,4,20,2,12,0.473300262620368,0.517479674796748,2
22,100,6.29999999999927,1,1.04000000000087,4.96000000000004,0.0799999999999272,0.239999999999782,11,5,12,7,3,24,3,19,0.101400641960899,0.151219512195122,1
23,100,56.2200000000003,1.10000000000036,6.59999999999945,6.86000000000013,0.100000000000364,1.24000000000001,5,5,7,9,3,10,4,14,0.077035307849431,0.111246612466125,1
24,100,5.5,1,1,3.5,0.159999999999854,0.299999999999955,6,9,9,5,4,14,4,20,0.000291800408520572,0.0234417344173442,1
25,100,3.59999999999945,1,1,6.98000000000002,0.100000000000364,0.300000000000182,6,5,9,6,2,12,4,20,0.0666763933469507,0.128726287262873,1
26,100,5.46000000000004,1,1,13.1800000000003,0.0999999999994543,1.18000000000006,9,13,12,5,4,18,3,24,0.00072950102130143,0.0444444444444444,1
27,100,6.48000000000138,1,1.03999999999996,6.51999999999998,0.0799999999999272,0.180000000000291,10,4,12,5,2,15,3,24,0.028596440035016,0.0673441734417344,1
28,100,9.07999999999993,1.01999999999998,2.31999999999971,7.77999999999975,0.140000000000327,1.38000000000011,7,12,12,7,3,12,3,22,0.000145900204260286,0.0462059620596206,1
29,100,5.5,1,1,4.05999999999949,0.100000000000136,0.220000000000255,8,11,7,9,4,19,4,14,0,0.0180216802168022,1
30,100,6.02000000000044,1,1,9.43999999999869,0.0999999999985448,1.21999999999935,11,7,12,7,3,22,3,22,0.262912168077035,0.329539295392954,2
1,100,7.75999999999931,1,2.07999999999993,7.01999999999998,0.0799999999999272,0.200000000000728,11,3,12,7,3,22,3,19,0.0807815689705454,0.128442868830106,1
2,100,11.9200000000001,1,2.07999999999993,4.66000000000031,0.0799999999999272,0.199999999999818,11,7,11,4,3,19,2,15,0.0522018081073199,0.091764385055904,1
3,100,37.1800000000003,1.07999999999993,9.67999999999938,5.88,0.0799999999999272,0.259999999999991,7,6,7,9,3,14,4,14,0.031350247885681,0.0565857649304609,1
4,100,5.61999999999989,1,1,21.1000000000004,0.1200000000008,1.31999999999971,5,3,6,12,2,9,2,7,0.298337707786527,0.36692118898282,2
5,100,43.3999999999996,1.07999999999993,9.7800000000002,4.27999999999975,0.0799999999999272,0.219999999999345,8,5,5,8,4,20,2,7,0.0259550889472149,0.0437687482956095,1
6,100,5.05999999999949,1,1.24000000000069,72.6000000000001,2.35999999999967,21.0599999999999,4,8,7,9,2,7,4,14,1,1,3
7,100,1,1,1,44.7600000000002,1.17999999999984,5.95999999999913,4,8,12,3,1,5,3,22,0.000437445319335083,0.132669757294791,1
8,100,5.80000000000018,1,1,10.8400000000001,0.119999999999891,1.15999999999997,4,8,8,12,2,8,3,12,0.0147273257509478,0.0694027815653122,1
9,100,7.81999999999971,1,2.09999999999991,5.41999999999916,0.0799999999999272,0.360000000000582,12,4,12,7,4,29,3,22,0.103382910469525,0.15994000545405,1
10,100,7.90000000000009,1,1.01999999999862,5.84000000000015,0.100000000000136,0.220000000000255,8,9,10,13,5,20,4,18,0.00233304170312044,0.0231797109353695,1
11,100,7.75999999999931,1,2.0600000000004,4.73999999999978,0.0799999999999272,0.160000000000764,11,3,12,7,3,22,3,22,0.0309128025663459,0.0646304881374421,1
12,100,1.00000000000045,1,1,10.5999999999999,0.119999999999891,1.18000000000029,4,3,6,3,1,5,2,9,0.139253426655001,0.210799018271066,2
13,100,6.90000000000009,1,1.03999999999996,6.63999999999987,0.0799999999999272,0.17999999999995,11,5,12,3,3,24,3,22,0.0500145815106445,0.0939460049086447,1
14,100,5.61999999999989,1,1,34.3800000000001,0.140000000000327,2.27999999999975,5,3,7,5,2,9,3,12,0.468941382327209,0.524406872102536,2
15,100,6.84000000000015,1,1,3.30000000000018,0.0799999999999272,0.160000000000082,11,7,13,4,3,22,4,29,0.0247885680956547,0.0593127897463867,1
16,100,6.84000000000015,1,1,6.53999999999996,0.0999999999994543,1.20000000000073,11,7,12,7,3,22,3,22,0.273111694371537,0.34155985819471,2
17,100,7.76000000000001,1,1,20.5200000000004,0.17999999999995,2.31999999999971,7,4,7,5,3,16,2,12,0.503645377661126,0.550449959094628,3
18,100,1.00000000000001,1,1,23.2799999999997,0.159999999999968,3.44,6,7,12,3,1,7,3,22,0,0.0984455958549223,1
19,100,6.55999999999995,1,1,10.8800000000001,0.119999999999891,1.15999999999985,5,12,6,3,2,7,2,9,0.108778069407991,0.17425688573766,1
20,100,5.61999999999989,1,1,3.38000000000011,0.0999999999999091,0.220000000000027,6,5,7,9,3,12,4,14,0,0.0125443141532588,1
21,100,7.76000000000001,1,1.0600000000004,8.31999999999994,0.160000000000082,2.27999999999975,8,6,7,5,4,20,2,12,0.454214056576261,0.50259067357513,2
22,100,6.90000000000009,1,1.03999999999996,4.4399999999996,0.0799999999999272,0.180000000000064,11,5,12,7,3,24,3,19,0.0609507144940216,0.101172620670848,1
23,100,53.1000000000004,1.07999999999993,4.72000000000025,7.44000000000005,0.119999999999891,1.19999999999982,5,5,7,9,3,10,4,14,0.0529308836395451,0.0919007362967003,1
24,100,5.05999999999949,1,1,3.39999999999964,0.159999999999854,0.299999999999272,6,9,9,5,4,14,4,20,0.000145815106445028,0.0233160621761658,1
25,100,4.7800000000002,1,1,7,0.100000000000364,0.299999999999727,6,5,9,6,2,12,4,20,0.0628463108778069,0.120398145623125,1
26,100,5.61999999999989,1,1,9.3799999999992,0.0999999999994543,1.18000000000029,9,13,12,5,4,18,3,24,0.0016039661708953,0.0479956367602945,1
27,100,7.75999999999931,1,1,3.69999999999982,0.0799999999999272,0.180000000000007,10,4,12,5,2,15,3,24,0.0284339457567804,0.0664030542677938,1
28,100,7.69999999999982,1.02000000000044,2.46000000000004,10.12,0.140000000001237,1.35999999999967,7,12,12,7,3,12,3,22,0,0.0469048268339242,1
29,100,6.61999999999989,1,1,2.76000000000001,0.100000000000364,0.220000000000255,8,11,7,9,4,19,4,14,0,0.0179983637851104,1
30,100,6.84000000000015,1,1,5.66000000000031,0.0999999999994543,1.2199999999998,11,7,12,7,3,22,3,22,0.271653543307087,0.341423506953913,2
1,100,8.65999999999985,1,2.07999999999993,7.03999999999996,0.0799999999999272,0.200000000000728,11,3,12,7,3,22,3,19,0.081124615609899,0.127059784829089,1
2,100,9.85999999999876,1,2.08000000000004,5.79999999999995,0.0799999999999272,0.180000000000291,11,7,11,4,3,19,2,15,0.0512520134719578,0.0904262562985156,1
3,100,49.3199999999997,1.05999999999995,9.7199999999998,5,0.0799999999999272,0.219999999999345,7,6,7,9,3,14,4,14,0.0238687948455118,0.0382677379817513,1
4,100,6.55999999999995,1,1,12.98,0.139999999999418,1.32000000000016,5,3,6,12,2,9,2,7,0.317616049201933,0.398883290208362,2
